Id,Probability
1,0.00015800534467996782
2,0.0
3,0.0
4,0.04
5,0.25
6,0.02
7,0.06
8,0.09
9,0.01
10,0.31873469387755105
11,0.010158005344679968
12,0.02
13,4.427227448810182e-05
14,0.12
15,0.04
16,0.00015800534467996782
17,0.02
18,0.02
19,0.17
20,0.11
21,0.00015800534467996782
22,0.00015800534467996782
23,0.00015800534467996782
24,0.46
25,0.04
26,0.0
27,0.0920628298831859
28,0.0
29,0.030158005344679967
30,0.0
31,0.08
32,0.0
33,9.09090909090909e-05
34,0.02
35,0.49
36,0.1
37,0.01
38,0.02
39,0.020158005344679965
40,0.05
41,0.28
42,0.22
43,0.09
44,0.00015800534467996782
45,0.01
46,0.0
47,0.0
48,0.02
49,0.01
50,0.030158005344679967
51,0.020158005344679965
52,0.03
53,0.00015800534467996782
54,0.03
55,0.030158005344679967
56,0.04
57,0.0
58,0.22
59,0.1
60,0.06
61,0.010158005344679968
62,0.00015800534467996782
63,0.04
64,0.01
65,0.02
66,0.01
67,0.010158005344679968
68,0.20721088435374152
69,0.00015800534467996782
70,0.54
71,0.0
72,0.08015800534467996
73,0.010158005344679968
74,0.19
75,0.010158005344679968
76,0.07015800534467996
77,0.12
78,0.04
79,0.14051948051948052
80,0.020158005344679965
81,0.0
82,0.00015800534467996782
83,0.10031746031746032
84,0.00015800534467996782
85,0.00015800534467996782
86,0.0
87,0.05
88,0.0
89,0.05
90,0.01
91,0.07178231292517007
92,0.020158005344679965
93,0.060158005344679966
94,0.03
95,0.020158005344679965
96,0.11
97,0.060158005344679966
98,0.03
99,0.0
100,0.03
101,0.08015800534467996
102,0.08
103,0.0
104,0.02
105,0.19
106,0.04
107,0.35
108,0.010158005344679968
109,0.00015800534467996782
110,0.020158005344679965
111,0.0
112,0.06
113,0.02
114,0.57
115,0.14
116,0.020158005344679965
117,0.0
118,0.03
119,0.00028815718849775526
120,0.0
121,0.0
122,0.05
123,0.00015800534467996782
124,0.32
125,0.0
126,0.030158005344679967
127,0.0
128,0.0
129,0.0
130,0.08
131,0.0
132,0.05
133,0.04015800534467997
134,0.26
135,0.17
136,0.01
137,0.27
138,0.06
139,0.00015800534467996782
140,0.030258564003897842
141,0.00020227761916806963
142,0.01
143,0.01
144,0.00031746031746031746
145,0.17
146,0.0
147,0.0
148,0.13
149,0.0
150,0.05
151,0.0002482546306623225
152,0.00015800534467996782
153,0.01
154,0.0
155,0.0
156,0.02
157,0.04
158,0.0
159,0.14
160,0.0
161,0.00015800534467996782
162,0.03
163,0.0
164,0.06
165,0.0
166,0.01
167,0.42
168,0.02
169,0.17
170,0.0
171,0.00020227761916806963
172,0.04
173,0.0
174,0.0
175,0.0
176,0.36
177,0.13
178,0.19
179,0.00015800534467996782
180,0.020158005344679965
181,0.04
182,0.00015800534467996782
183,0.030158005344679967
184,0.020158005344679965
185,0.13
186,0.0
187,0.00015800534467996782
188,0.030158005344679967
189,0.060158005344679966
190,0.05
191,0.09
192,0.00015800534467996782
193,0.00015800534467996782
194,0.07
195,2.8089887640449436e-05
196,0.04015800534467997
197,0.05
198,0.010158005344679968
199,0.0
200,0.01
201,0.12
202,0.060158005344679966
203,0.54
204,0.03
205,0.02
206,0.01
207,0.05
208,0.0
209,0.09
210,0.02
211,0.11178231292517006
212,0.010158005344679968
213,0.06
214,0.0
215,0.0
216,0.06
217,0.00015800534467996782
218,0.1
219,0.00015800534467996782
220,0.0
221,0.01
222,0.020158005344679965
223,0.02
224,0.03
225,0.010158005344679968
226,0.050158005344679964
227,0.00015800534467996782
228,0.03
229,0.18
230,0.47178231292517003
231,0.3
232,0.030158005344679967
233,0.00015800534467996782
234,0.020158005344679965
235,0.01
236,0.29
237,0.3
238,0.02
239,0.01
240,0.01
241,0.00015800534467996782
242,0.02
243,0.00015800534467996782
244,0.00015800534467996782
245,0.04
246,0.010158005344679968
247,0.0
248,0.01
249,0.01
250,0.37
251,0.0005297885361986374
252,0.26
253,0.0
254,0.23
255,4.427227448810182e-05
256,0.0
257,0.06
258,0.21178231292517008
259,0.03
260,0.26
261,0.00015800534467996782
262,0.0
263,0.010285401733188326
264,0.05
265,0.05
266,0.0
267,0.06
268,0.02
269,0.31
270,0.00015800534467996782
271,0.00015800534467996782
272,0.13015800534467994
273,0.01
274,0.0
275,0.00015800534467996782
276,0.02
277,0.0
278,0.0
279,0.03
280,0.00015800534467996782
281,0.59
282,0.03
283,0.04
284,0.0
285,0.02
286,0.0
287,0.00015800534467996782
288,0.03
289,0.06
290,0.07
291,0.28
292,0.00015800534467996782
293,0.0
294,0.00015800534467996782
295,8.36423532282593e-05
296,0.02
297,0.0002860615381150617
298,0.05
299,0.01
300,0.0
301,0.08
302,0.0
303,0.010158005344679968
304,0.08020227761916807
305,0.19
306,0.01
307,0.01
308,0.6497346938775509
309,0.31
310,0.05
311,0.57
312,0.050158005344679964
313,0.3
314,0.09015800534467995
315,0.07015800534467996
316,0.06
317,0.29
318,0.0
319,0.01
320,0.14
321,0.14
322,0.0
323,0.050158005344679964
324,0.00015800534467996782
325,0.21
326,0.00015800534467996782
327,0.01
328,0.01
329,0.00015800534467996782
330,0.0
331,0.01
332,0.010158005344679968
333,0.02
334,0.04015800534467997
335,0.04
336,0.02
337,0.02
338,0.4
339,0.11
340,0.01
341,0.00015800534467996782
342,0.03
343,0.010158005344679968
344,0.07015800534467996
345,0.05
346,0.0
347,0.5
348,0.18
349,0.010158005344679968
350,0.0
351,0.09
352,0.07
353,0.00015800534467996782
354,0.06
355,0.00015800534467996782
356,0.0003050641682093796
357,0.67
358,4.427227448810182e-05
359,0.0
360,0.25
361,0.0
362,0.020158005344679965
363,0.00015800534467996782
364,0.01
365,0.07553231292517007
366,0.03
367,0.0
368,0.06
369,0.0
370,0.5
371,2.8089887640449436e-05
372,0.16
373,0.02010055865921788
374,0.0
375,0.010158005344679968
376,0.01
377,0.04
378,0.0002585640038978449
379,0.01
380,0.01
381,0.0
382,0.0
383,0.11015800534467995
384,0.22
385,0.10015800534467996
386,0.00015800534467996782
387,0.00015800534467996782
388,0.00015800534467996782
389,0.03
390,0.04015800534467997
391,0.0
392,0.00015800534467996782
393,0.01
394,0.16
395,0.01
396,0.00015800534467996782
397,0.07
398,0.17
399,0.0
400,0.010158005344679968
401,0.00015800534467996782
402,0.0002482546306623225
403,0.010158005344679968
404,0.01
405,0.66
406,0.73
407,0.010158005344679968
408,0.03
409,0.02
410,0.010158005344679968
