Id,Probability
1,0.06892239200055175
2,0.04582948260891998
3,0.011329127416240016
4,0.06906637265813165
5,0.13943948070839127
6,0.029490680004513395
7,0.059600567690056214
8,0.050652909872183974
9,0.0024115726718558876
10,0.3162818379269122
11,0.007942116991220164
12,0.014017739079043488
13,0.005316926615272154
14,0.05396248678492994
15,0.04171812941519582
16,0.016467303809845443
17,0.027509025395458953
18,0.014399878077680946
19,0.23357152317435295
20,0.14560437933278106
21,0.008505093661098305
22,0.013987486114740358
23,0.003406864372418688
24,0.45606217663912696
25,0.06819137136120136
26,0.012157564282399981
27,0.09416234860939401
28,0.0074516757046732525
29,0.03972415289272675
30,0.022123546996303284
31,0.07262469987044685
32,0.004469563016058629
33,0.010621709525439225
34,0.06308881922749786
35,0.5515770396851438
36,0.07880635467602203
37,0.03344642482087166
38,0.009535829896661975
39,0.009076585308008636
40,0.04809290391865331
41,0.45124390548807486
42,0.2634284527676167
43,0.11593108836251556
44,0.006609604679856149
45,0.043525982616955686
46,0.0036077041861963875
47,0.0035262670016427853
48,0.013987597569273464
49,0.0163817583694474
50,0.02705640275059531
51,0.01537719660944274
52,0.013870476079039074
53,0.006550300102452277
54,0.043745459467803297
55,0.018209076956593604
56,0.0809074976756685
57,0.004433203395943811
58,0.12054786992846117
59,0.09112768211184592
60,0.08663643964269606
61,0.02425393086555376
62,0.007835552929850682
63,0.03679011825634688
64,0.007274091330567489
65,0.014715447095619711
66,0.016163038094061086
67,0.014432008492896295
68,0.14330181125761557
69,0.005682800614290521
70,0.6113837996690664
71,0.015588870813325252
72,0.08374361090743608
73,0.005354676729711358
74,0.19159001561542335
75,0.012744658069629388
76,0.028427012972927934
77,0.152004894778528
78,0.038506816765115186
79,0.06257240306674271
80,0.01744310633441082
81,0.00970262027431785
82,0.011525807411774919
83,0.0974913063949477
84,0.0063955086683500344
85,0.016855111142501784
86,0.014366943501111737
87,0.05385514736675132
88,0.006462822956905921
89,0.03343200821568004
90,0.010092518147434252
91,0.036747245659710756
92,0.012102221469860385
93,0.009436161187738481
94,0.013047491040181916
95,0.00532760157125574
96,0.09966694878160981
97,0.02880011569778379
98,0.10104603270598633
99,0.011661065628186414
100,0.010165560840186872
101,0.054056986289795134
102,0.08038960747608843
103,0.005689158494841858
104,0.04528016748535733
105,0.06310615270342604
106,0.021808429713949418
107,0.2764197215482357
108,0.012568403003666693
109,0.006384801547209292
110,0.01673212878059713
111,0.014094049386108922
112,0.02722826691846226
113,0.022617003894413866
114,0.46538921089529484
115,0.08593128652705524
116,0.0333687390429154
117,0.0033548714697535374
118,0.08354388062399601
119,0.012515131494507913
120,0.005644526413307329
121,0.009599831217461306
122,0.05032878187860329
123,0.011236639773469323
124,0.4902897882917781
125,0.006161767417108565
126,0.013092343837777895
127,0.002642103572400282
128,0.013310681045292804
129,0.005421689127487423
130,0.053067871313121885
131,0.029234561875484705
132,0.06133419548417318
133,0.004402989491331366
134,0.09906022081264947
135,0.08935511504082093
136,0.00666072988833577
137,0.21803422486707805
138,0.041512390187118935
139,0.005695572689134706
140,0.01209311548947442
141,0.00440631472963961
142,0.0146884506314378
143,0.0036076130484316484
144,0.015586454387044391
145,0.30805320993964375
146,0.007407016623829862
147,0.0036037651608740555
148,0.11751541155830175
149,0.004745955979937966
150,0.043960471554965935
151,0.00413239221716804
152,0.00890687104643858
153,0.006971588899239117
154,0.009859324417221295
155,0.016662245000411528
156,0.014810589307761676
157,0.0576817797576244
158,0.025937100973395702
159,0.07628672375885971
160,0.017751677700957195
161,0.004649965078148021
162,0.010183304375773417
163,0.013991121300863395
164,0.055582015318578114
